序号	日期	手机+账号	拍剪员	视频链接	产品	国家	GMV	出单数量	佣金	佣金GMV	GMV人民币	佣金人民币
583	2026/03/12	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$27.58	1	$0.00	$13.94	¥187.54	¥0.00
584	2026/03/12	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$293.44	12	$35.36	$272.83	¥1,995.39	¥240.45
585	2026/03/12	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$137.88	6	$17.68	$136.41	¥937.58	¥120.22
586	2026/03/12	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945000	驱鼠球	美国	$151.93	6	$17.52	$135.68	¥1,033.12	¥119.14
587	2026/03/12	@glidespindiaries（已弃用）	谢园园	https://www.tiktok.com/@glidespindiaries/video/7605091559800835342	数字项链	美国	$31.98	1	$0.26	$24.18	¥217.46	¥1.77
588	2026/03/12	41-@fvpvc681	谢园园	https://www.tiktok.com/@fvpvc681/video/7597040106519743757?lang=en	数字项链	美国	$31.98	1	$0.00	$25.99	¥217.46	¥0.00
589	2026/03/13	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.98	1	$0.00	$2.80	¥61.06	¥0.00
590	2026/03/13	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.76	1	$0.00	$2.80	¥59.57	¥0.00
591	2026/03/13	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$398.81	19	$47.88	$370.00	¥2,711.91	¥325.58
592	2026/03/13	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$20.99	1	$2.52	$19.47	¥142.73	¥17.14
593	2026/03/13	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$330.59	16	$40.32	$311.52	¥2,248.01	¥274.18
594	2026/03/13	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$41.98	2	$5.04	$38.94	¥285.46	¥34.27
595	2026/03/14	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7612632735986879757	煎蛋机	美国	$28.45	1	$0.00	$23.24	¥193.46	¥0.00
596	2026/03/14	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$22.06	1	$0.00	$23.24	¥150.01	¥0.00
597	2026/03/14	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$8.72	1	$0.00	$2.80	¥59.30	¥0.00
598	2026/03/14	41-@fvpvc681	邵佳运	https://www.tiktok.com/@fvpvc681/video/7616212793569676558?lang=en	牙贴	美国	$13.49	1	$0.00	$13.88	¥91.73	¥0.00
599	2026/03/14	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$487.08	23	$57.96	$448.34	¥3,312.14	¥394.13
600	2026/03/14	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$83.96	4	$10.08	$77.97	¥570.93	¥68.54
601	2026/03/14	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$290.71	14	$35.28	$273.60	¥1,976.83	¥239.90
602	2026/03/15	35-@chen36239	邵佳运	https://www.tiktok.com/@chen36239/video/7612982525341781261	手持清洁机	美国	$41.99	1	$0.00	$42.63	¥285.53	¥0.00
603	2026/03/15	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$26.70	1	$0.00	$23.09	¥181.56	¥0.00
604	2026/03/15	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$213.90	10	$26.07	$199.79	¥1,454.52	¥177.29
605	2026/03/15	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$24.99	1	$2.61	$19.98	¥169.93	¥17.73
606	2026/03/15	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$251.88	12	$30.24	$235.86	¥1,712.78	¥205.63
607	2026/03/15	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7606305627786333470	驱鼠球	美国	$24.99	1	$2.52	$20.63	¥169.93	¥17.14
608	2026/03/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$266.99	13	$32.76	$252.29	¥1,815.53	¥222.77
609	2026/03/16	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$41.98	2	$5.04	$38.81	¥285.46	¥34.27
610	2026/03/16	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$188.91	9	$22.68	$174.16	¥1,284.59	¥154.22
611	2026/03/17	@rollfreecollective0（已弃用）	涂欣然	https://www.tiktok.com/@rollfreecollective0/video/7618166021060381983	祛痘膏	美国	$41.54	2	$0.00	$44.63	¥282.47	¥0.00
612	2026/03/17	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$40.68	1	$0.00	$22.32	¥276.62	¥0.00
613	2026/03/17	23-@freeskatejoyhub	刘茜	https://www.tiktok.com/@freeskatejoyhub/video/7618165915707837710	祛痘膏	美国	$33.78	1	$0.00	$26.42	¥229.70	¥0.00
614	2026/03/17	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$12.89	1	$0.00	$6.93	¥87.65	¥0.00
615	2026/03/17	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7614471947333815565	煎蛋机	美国	$26.70	1	$0.00	$22.80	¥181.56	¥0.00
616	2026/03/17	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$416.65	20	$50.40	$387.63	¥2,833.22	¥342.72
617	2026/03/17	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$20.99	1	$2.52	$19.38	¥142.73	¥17.14
618	2026/03/17	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$310.14	15	$37.80	$295.43	¥2,108.95	¥257.04
619	2026/03/18	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$102.90	5	$0.00	$88.75	¥699.72	¥0.00
620	2026/03/18	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618166361621089566	祛痘膏	美国	$54.88	2	$0.00	$35.50	¥373.18	¥0.00
621	2026/03/18	22-@cdfbhhb4	历史视频	历史视频	钥匙扣	美国	$16.20	1	$0.00	$9.50	¥110.16	¥0.00
622	2026/03/18	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$26.70	1	$0.00	$23.39	¥181.56	¥0.00
623	2026/03/18	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$246.54	12	$30.03	$231.27	¥1,676.47	¥204.23
624	2026/03/18	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$41.98	2	$5.01	$38.55	¥285.46	¥34.04
625	2026/03/18	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$186.76	9	$22.84	$175.71	¥1,269.97	¥155.31
626	2026/03/18	18-@bffslzlzz0	谢园园	https://www.tiktok.com/@bffslzlzz0/video/7612561421162892561	拳击音乐靶	墨西哥	$780.00	1	$4.75	$688.79	¥312.00	¥1.90
627	2026/03/19	24-@boldwheelsguy	刘茜	https://www.tiktok.com/@boldwheelsguy/video/7618943039888739598	祛痘膏	美国	$40.39	2	$0.00	$28.57	¥274.65	¥0.00
628	2026/03/19	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7618942936046226718	祛痘膏	美国	$31.78	1	$0.27	$24.16	¥216.10	¥1.84
629	2026/03/19	41-@fvpvc681	刘茜	https://www.tiktok.com/@fvpvc681/video/7618940080312306957?lang=en	祛痘膏	美国	$87.00	4	$0.00	$77.52	¥591.60	¥0.00
630	2026/03/19	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$70.31	3	$0.00	$57.43	¥478.11	¥0.00
631	2026/03/19	@rollfreecollective0（已弃用）	赵永琪	https://www.tiktok.com/@rollfreecollective0/video/7618938774604582175	祛痘膏	美国	$28.77	1	$0.00	$19.14	¥195.64	¥0.00
632	2026/03/19	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618942991587134751	祛痘膏	美国	$28.06	1	$0.00	$19.14	¥190.81	¥0.00
633	2026/03/19	@rollfreecollective0（已弃用）	邵佳运	https://www.tiktok.com/@rollfreecollective0/video/7618926434354072863	祛痘膏	美国	$20.28	1	$0.00	$19.14	¥137.90	¥0.00
634	2026/03/19	@rollfreecollective0（已弃用）	赵雅如	https://www.tiktok.com/@rollfreecollective0/video/7618180400736701727	祛痘膏	美国	$20.11	1	$0.00	$19.14	¥136.75	¥0.00
635	2026/03/19	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$56.90	2	$0.00	$49.90	¥386.92	¥0.00
636	2026/03/19	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$166.59	8	$20.08	$153.62	¥1,132.81	¥136.54
637	2026/03/19	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$310.82	15	$37.56	$290.40	¥2,113.58	¥255.41
638	2026/03/20	24-@boldwheelsguy	赵雅如	https://www.tiktok.com/@boldwheelsguy/video/7619290318726384909	祛痘膏	美国	$38.69	2	$0.00	$28.33	¥263.09	¥0.00
639	2026/03/20	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$26.90	1	$1.35	$26.90	¥182.92	¥9.18
640	2026/03/20	15-@graham.felix2	邵佳运	https://www.tiktok.com/@graham.felix2/video/7619270693418470687	祛痘膏	美国	$99.31	4	$14.02	$78.18	¥675.31	¥95.34
641	2026/03/20	23-@freeskatejoyhub	刘茜	https://www.tiktok.com/@freeskatejoyhub/video/7618942965418953997	祛痘膏	美国	$20.28	1	$0.00	$14.31	¥137.90	¥0.00
642	2026/03/20	23-@freeskatejoyhub	赵永琪	https://www.tiktok.com/@freeskatejoyhub/video/7618938778509511949	祛痘膏	美国	$20.11	1	$0.00	$14.31	¥136.75	¥0.00
643	2026/03/20	41-@fvpvc681	刘茜	https://www.tiktok.com/@fvpvc681/video/7618940080312306957?lang=en	祛痘膏	美国	$20.28	1	$0.00	$15.41	¥137.90	¥0.00
644	2026/03/20	41-@fvpvc681	赵永琪	https://www.tiktok.com/@fvpvc681/video/7619289617497345293?lang=en	祛痘膏	美国	$20.11	1	$0.00	$15.41	¥136.75	¥0.00
645	2026/03/20	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$171.97	8	$0.00	$121.18	¥1,169.40	¥0.00
646	2026/03/20	@rollfreecollective0（已弃用）	赵永琪	https://www.tiktok.com/@rollfreecollective0/video/7619289484927995167	祛痘膏	美国	$20.28	1	$0.00	$15.15	¥137.90	¥0.00
647	2026/03/20	@rollfreecollective0（已弃用）	邵佳运	https://www.tiktok.com/@rollfreecollective0/video/7619188836362407199	祛痘膏	美国	$20.11	1	$0.00	$15.15	¥136.75	¥0.00
648	2026/03/20	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618166361621089566	祛痘膏	美国	$20.11	1	$0.00	$15.15	¥136.75	¥0.00
649	2026/03/20	@rollfreecollective0（已弃用）	涂欣然	https://www.tiktok.com/@rollfreecollective0/video/7618166021060381983	祛痘膏	美国	$19.79	1	$0.00	$15.15	¥134.57	¥0.00
650	2026/03/20	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7614471947333815565	煎蛋机	美国	$28.45	1	$0.00	$24.95	¥193.46	¥0.00
651	2026/03/20	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613357343220239647	煎蛋机	美国	$28.45	1	$0.00	$24.95	¥193.46	¥0.00
652	2026/03/20	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$315.02	15	$38.04	$292.11	¥2,142.14	¥258.67
653	2026/03/20	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$309.69	15	$37.65	$289.93	¥2,105.89	¥256.02
654	2026/03/20	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605847211586358558	驱鼠球	美国	$20.89	1	$2.51	$19.33	¥142.05	¥17.07
655	2026/03/20	06-@ibdqdifp	赵永琪	https://www.tiktok.com/@ibdqdifp/video/7619290321238740238	祛痘膏	美国	$20.11	1	$2.53	$15.32	¥136.75	¥17.20
656	2026/03/21	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7619629721302633759	祛痘膏	美国	$44.18	2	$6.25	$35.09	¥300.42	¥42.50
657	2026/03/21	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7619290254037568798	祛痘膏	美国	$20.58	1	$3.13	$17.55	¥139.94	¥21.25
658	2026/03/21	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7619629286122736926	祛痘膏	美国	$20.11	1	$3.13	$17.55	¥136.75	¥21.25
659	2026/03/21	23-@freeskatejoyhub	刘茜	https://www.tiktok.com/@freeskatejoyhub/video/7618181057581419789	祛痘膏	美国	$19.34	1	$0.00	$14.04	¥131.51	¥0.00
660	2026/03/21	27-@sherollsbright	赵雅如	https://www.tiktok.com/@sherollsbright/video/7619628414772710670	祛痘膏	美国	$20.11	1	$0.00	$15.32	¥136.75	¥0.00
661	2026/03/21	06-@ibdqdifp	赵雅如	https://www.tiktok.com/@ibdqdifp/video/7619629054886432013	祛痘膏	美国	$19.34	1	$2.53	$15.32	¥131.51	¥17.20
662	2026/03/21	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$376.23	18	$45.63	$352.68	¥2,558.36	¥310.31
663	2026/03/21	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$62.37	3	$7.61	$58.78	¥424.12	¥51.72
664	2026/03/21	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$102.55	5	$12.60	$96.52	¥697.34	¥85.68
665	2026/03/22	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$26.90	1	$1.35	$26.90	¥182.92	¥9.18
666	2026/03/22	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7619629286122736926	祛痘膏	美国	$19.34	1	$2.53	$13.79	¥131.51	¥17.20
667	2026/03/22	35-@chen36239	历史视频	历史视频	圣经手环	美国	$21.35	1	$0.00	$14.00	¥145.18	¥0.00
668	2026/03/22	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7619630993460317453	祛痘膏	美国	$32.00	1	$0.00	$23.66	¥217.60	¥0.00
669	2026/03/22	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7619289570638597390	祛痘膏	美国	$16.44	1	$0.00	$23.66	¥111.79	¥0.00
670	2026/03/22	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$313.12	15	$37.65	$288.97	¥2,129.22	¥256.02
671	2026/03/22	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$20.36	1	$2.51	$19.26	¥138.45	¥17.07
672	2026/03/22	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$226.30	11	$27.56	$213.54	¥1,538.84	¥187.41
673	2026/03/23	41-@fvpvc681	赵永琪	https://www.tiktok.com/@fvpvc681/video/7619630982605409549?lang=en	祛痘膏	美国	$46.56	1	$0.00	$38.09	¥316.61	¥0.00
674	2026/03/23	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7620364028593900831	祛痘膏	美国	$25.98	1	$2.91	$17.65	¥176.66	¥19.81
675	2026/03/23	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$208.37	10	$25.13	$194.36	¥1,416.92	¥170.87
676	2026/03/23	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7606306426536905997	驱鼠球	美国	$20.89	1	$2.51	$19.44	¥142.05	¥17.09
677	2026/03/23	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$112.75	5	$13.56	$105.52	¥766.70	¥92.21
678	2026/03/23	23-@freeskatejoyhub	刘茜	https://www.tiktok.com/@freeskatejoyhub/video/7620412218013797645	耳屎精油	美国	$17.79	1	$0.00	$13.79	¥120.97	¥0.00
679	2026/03/23	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7619629721302633759	祛痘膏	美国	$20.11	1	$2.91	$17.65	¥136.75	¥19.81
680	2026/03/23	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7620364585517845791	祛痘膏	美国	$19.35	1	$2.91	$17.65	¥131.58	¥19.81
681	2026/03/24	15-@graham.felix2	赵永琪	https://www.tiktok.com/@graham.felix2/video/7619289518843104542	祛痘膏	美国	$39.46	2	$0.30	$29.88	¥268.33	¥2.01
682	2026/03/24	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7619629721302633759	祛痘膏	美国	$19.35	1	$0.15	$14.94	¥131.58	¥1.00
683	2026/03/24	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7620793659662847263	祛痘膏	美国	$18.37	1	$0.15	$14.94	¥124.92	¥1.00
684	2026/03/24	24-@boldwheelsguy	邵佳运	https://www.tiktok.com/@boldwheelsguy/video/7620364836693740814	祛痘膏	美国	$19.35	1	$0.00	$14.56	¥131.58	¥0.00
685	2026/03/24	28-@wheelbeat	邵佳运	https://www.tiktok.com/@wheelbeat/video/7620364568446913822	祛痘膏	美国	$55.73	3	$0.47	$46.92	¥378.96	¥3.16
686	2026/03/24	24-@boldwheelsguy	赵雅如	https://www.tiktok.com/@boldwheelsguy/video/7620411785950121229	耳屎精油	美国	$18.23	1	$0.00	$14.56	¥123.96	¥0.00
687	2026/03/24	28-@wheelbeat	赵永琪	https://www.tiktok.com/@wheelbeat/video/7620782140069907742	祛痘膏	美国	$19.35	1	$0.16	$15.64	¥131.58	¥1.05
688	2026/03/24	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620793770669329694	耳屎精油	美国	$36.85	2	$0.31	$31.28	¥250.58	¥2.11
689	2026/03/24	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$37.38	1	$0.00	$39.61	¥254.18	¥0.00
690	2026/03/24	27-@sherollsbright	赵永琪	https://www.tiktok.com/@sherollsbright/video/7619289570638597390	祛痘膏	美国	$25.98	1	$0.00	$23.63	¥176.66	¥0.00
691	2026/03/24	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$28.45	1	$0.00	$23.63	¥193.46	¥0.00
692	2026/03/24	41-@fvpvc681	赵永琪	https://www.tiktok.com/@fvpvc681/video/7619630982605409549?lang=en	祛痘膏	美国	$20.11	1	$0.00	$15.32	¥136.75	¥0.00
693	2026/03/24	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$228.40	11	$27.64	$230.26	¥1,553.12	¥187.95
694	2026/03/24	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$171.28	9	$22.52	$177.38	¥1,164.70	¥153.14
695	2026/03/24	23-@freeskatejoyhub	赵雅如	https://www.tiktok.com/@freeskatejoyhub/video/7615949476317891854	牙贴	美国	$8.91	1	$0.00	$2.92	¥60.59	¥0.00
696	2026/03/25	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$21.83	1	$1.30	$26.09	¥148.44	¥8.84
697	2026/03/25	06-@ibdqdifp	赵雅如	https://www.tiktok.com/@ibdqdifp/video/7620782578513071373	祛痘膏	美国	$32.00	1	$0.32	$32.00	¥217.60	¥2.18
698	2026/03/25	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$185.99	9	$27.40	$190.14	¥1,264.73	¥186.29
699	2026/03/25	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$20.89	1	$3.04	$21.13	¥142.05	¥20.70
700	2026/03/25	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$62.14	3	$8.09	$62.34	¥422.55	¥55.01
701	2026/03/25	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620364185221762334	祛痘膏	美国	$20.58	1	$0.16	$15.79	¥139.94	¥1.09
702	2026/03/25	23-@freeskatejoyhub	赵雅如	https://www.tiktok.com/@freeskatejoyhub/video/7620792777030307086	耳屎精油	美国	$17.99	1	$0.00	$13.79	¥122.33	¥0.00
703	2026/03/25	15-@graham.felix2	赵永琪	https://www.tiktok.com/@graham.felix2/video/7619289518843104542	祛痘膏	美国	$20.11	1	$0.29	$29.11	¥136.75	¥1.97
704	2026/03/25	@rollfreecollective0（已弃用）	刘茜	https://www.tiktok.com/@rollfreecollective0/video/7618181087809916190	祛痘膏	美国	$20.11	1	$0.00	$15.32	¥136.75	¥0.00
705	2026/03/25	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7620417277011250463	耳屎精油	美国	$18.23	1	$0.14	$13.79	¥123.96	¥0.95
706	2026/03/25	41-@fvpvc681	赵雅如	https://www.tiktok.com/@fvpvc681/video/7620412860597914894?lang=en	耳屎精油	美国	$18.48	1	$0.00	$13.79	¥125.66	¥0.00
707	2026/03/26	06-@ibdqdifp	赵雅如	https://www.tiktok.com/@ibdqdifp/video/7621514408933510414	祛痘膏	美国	$20.11	1	$0.15	$15.32	¥136.75	¥1.02
708	2026/03/26	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$240.89	11	$36.21	$241.40	¥1,638.05	¥246.22
709	2026/03/26	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$20.89	1	$3.29	$21.95	¥142.05	¥22.38
710	2026/03/26	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$194.53	9	$29.45	$196.28	¥1,322.80	¥200.26
711	2026/03/26	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7621524028984986910	祛痘膏	美国	$20.11	1	$0.15	$15.32	¥136.75	¥1.02
712	2026/03/26	28-@wheelbeat	刘茜	https://www.tiktok.com/@wheelbeat/video/7620364185221762334	祛痘膏	美国	$20.11	1	$0.15	$15.32	¥136.75	¥1.02
713	2026/03/26	15-@graham.felix2	赵永琦	https://www.tiktok.com/@graham.felix2/video/7619289518843104542	祛痘膏	美国	$57.27	3	$0.48	$48.69	¥389.44	¥3.26
714	2026/03/26	15-@graham.felix2	赵雅如	https://www.tiktok.com/@graham.felix2/video/7620364028593900831	祛痘膏	美国	$46.50	2	$0.32	$32.46	¥316.20	¥2.18
715	2026/03/26	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7620417277011250463	祛痘膏	美国	$18.37	1	$0.16	$16.23	¥124.92	¥1.09
716	2026/03/27	19-@skateunboundvibes	赵永琦	https://www.tiktok.com/@skateunboundvibes/video/7597398260189236511	彩色毛巾	美国	$12.26	1	$1.30	$26.09	¥83.37	¥8.84
717	2026/03/27	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$165.63	8	$24.84	$165.63	¥1,126.28	¥168.89
718	2026/03/27	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$61.61	3	$9.31	$62.11	¥418.95	¥63.33
719	2026/03/27	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$66.77	3	$10.05	$66.97	¥454.04	¥68.34
720	2026/03/27	23-@freeskatejoyhub	刘茜	https://www.tiktok.com/@freeskatejoyhub/video/7620793676058463501	耳屎精油	美国	$18.23	1	$0.00	$13.79	¥123.96	¥0.00
721	2026/03/27	27-@sherollsbright	邵佳运	https://www.tiktok.com/@sherollsbright/video/7613738397231762701	煎蛋机	美国	$23.46	1	$0.00	$19.96	¥159.53	¥0.00
722	2026/03/27	15-@graham.felix2	赵永琦	https://www.tiktok.com/@graham.felix2/video/7619289518843104542	祛痘膏	美国	$20.11	1	$0.15	$15.32	¥136.75	¥1.02
723	2026/03/28	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$146.43	7	$22.52	$150.04	¥995.72	¥153.11
724	2026/03/28	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$45.88	2	$6.43	$42.87	¥311.98	¥43.75
725	2026/03/28	43-@rollervibe2	邵佳运	https://www.tiktok.com/@rollervibe2/video/7605899733348945182	驱鼠球	美国	$221.38	11	$34.17	$227.69	¥1,505.38	¥232.36
726	2026/03/28	47-@RollVibeTribe	赵雅如	https://www.tiktok.com/@bolt.charlene/video/7621389729325452575	耳屎精油	美国	$18.48	1	$0.14	$13.79	¥125.66	¥0.95
727	2026/03/28	23-@freeskatejoyhub	赵雅如	https://www.tiktok.com/@freeskatejoyhub/video/7620782573681184013	祛痘膏	美国	$20.11	1	$0.00	$15.32	¥136.75	¥0.00
728	2026/03/28	15-@graham.felix2	刘茜	https://www.tiktok.com/@graham.felix2/video/7621513081746656542	祛痘膏	美国	$20.58	1	$0.16	$15.79	¥139.94	¥1.09
729	2026/03/29	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605847086000508174	驱鼠球	美国	$105.55	5	$15.66	$104.38	¥717.74	¥106.52
730	2026/03/29	34-@skatejoynest	邵佳运	https://www.tiktok.com/@skatejoynest/video/7605899783089212686	驱鼠球	美国	$40.28	2	$6.27	$41.75	¥273.90	¥42.61
